Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
blood vessel development (GO:0001568)	1/85	0.56219246400393	1	0	0	1.21914050594331	0.7021164584882	FBXW8
cellular response to light stimulus (GO:0071482)	1/85	0.56219246400393	1	0	0	1.21914050594331	0.7021164584882	INO80
visual perception (GO:0007601)	2/195	0.563497723934561	1	0	0	1.06284044107878	0.609636757984106	RDH10;RABGGTB
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	2/196	0.56627963244129	1	0	0	1.05741778576716	0.601318888159002	CITED2;TGFBRAP1
coenzyme metabolic process (GO:0006732)	2/196	0.56627963244129	1	0	0	1.05741778576716	0.601318888159002	MAT2A;FASN
DNA integrity checkpoint (GO:0031570)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	PTPN11
regulation of reproductive process (GO:2000241)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	CITED2
embryonic limb morphogenesis (GO:0030326)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	RDH10
cell-type specific apoptotic process (GO:0097285)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	RPS6
liver development (GO:0001889)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	CITED2
cellular response to unfolded protein (GO:0034620)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	ATF4
embryonic appendage morphogenesis (GO:0035113)	1/86	0.566435326921626	1	0	0	1.20496445354862	0.684892598590395	RDH10
regulation of cysteine-type endopeptidase activity (GO:2000116)	2/197	0.569048839292323	1	0	0	1.05205018279372	0.593134336272191	TFAP4;ANP32B
diterpenoid metabolic process (GO:0016101)	1/87	0.570637282502543	1	0	0	1.19111428741588	0.668216905742444	RDH10
T cell activation (GO:0042110)	2/198	0.571805329580778	1	0	0	1.04673679803213	0.585080523817933	RPS6;CTPS1
energy derivation by oxidation of organic compounds (GO:0015980)	2/198	0.571805329580778	1	0	0	1.04673679803213	0.585080523817933	FASN;AGL
sensory perception of light stimulus (GO:0050953)	2/198	0.571805329580778	1	0	0	1.04673679803213	0.585080523817933	RDH10;RABGGTB
cellular modified amino acid metabolic process (GO:0006575)	2/199	0.574549089424671	1	0	0	1.04147681412243	0.577154933349998	MAT2A;FASN
activation of cysteine-type endopeptidase activity (GO:0097202)	1/88	0.574798722966219	1	0	0	1.17757889778615	0.652067058974112	ANP32B
polysaccharide metabolic process (GO:0005976)	1/88	0.574798722966219	1	0	0	1.17757889778615	0.652067058974112	AGL
negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	1/88	0.574798722966219	1	0	0	1.17757889778615	0.652067058974112	ARHGDIA
positive regulation of inflammatory response (GO:0050729)	1/88	0.574798722966219	1	0	0	1.17757889778615	0.652067058974112	RPS19
phototransduction, visible light (GO:0007603)	1/89	0.578920037058911	1	0	0	1.16434767421552	0.636421862023477	RDH10
regulation of dendrite development (GO:0050773)	1/89	0.578920037058911	1	0	0	1.16434767421552	0.636421862023477	FBXW8
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	1/89	0.578920037058911	1	0	0	1.16434767421552	0.636421862023477	TFAP4
negative regulation of inflammatory response (GO:0050728)	1/89	0.578920037058911	1	0	0	1.16434767421552	0.636421862023477	RPS19
cellular transition metal ion homeostasis (GO:0046916)	1/89	0.578920037058911	1	0	0	1.16434767421552	0.636421862023477	TFRC
chromosome segregation (GO:0007059)	1/89	0.578920037058911	1	0	0	1.16434767421552	0.636421862023477	INO80
protein processing (GO:0016485)	2/201	0.579998370721914	1	0	0	1.03111386074807	0.561678637430224	ANP32B;ECE2
epithelial tube morphogenesis (GO:0060562)	1/90	0.583001609614369	1	0	0	1.15141047783535	0.621261176417814	CITED2
water-soluble vitamin metabolic process (GO:0006767)	1/90	0.583001609614369	1	0	0	1.15141047783535	0.621261176417814	FASN
response to cAMP (GO:0051591)	1/90	0.583001609614369	1	0	0	1.15141047783535	0.621261176417814	NME1
DNA-templated transcription, elongation (GO:0006354)	1/90	0.583001609614369	1	0	0	1.15141047783535	0.621261176417814	POLR3H
regulation of neurotransmitter levels (GO:0001505)	1/90	0.583001609614369	1	0	0	1.15141047783535	0.621261176417814	SLC38A1
positive regulation of endocytosis (GO:0045807)	1/90	0.583001609614369	1	0	0	1.15141047783535	0.621261176417814	HNRNPK
positive regulation of nervous system development (GO:0051962)	3/313	0.584259056492241	1	0	0	0.993229485672665	0.533772257074451	FBXW8;ARHGDIA;NME1
positive regulation of hormone secretion (GO:0046887)	1/91	0.587043821908279	1	0	0	1.13875761544155	0.606565857681492	PTPN11
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	1/91	0.587043821908279	1	0	0	1.13875761544155	0.606565857681492	TFAP4
negative regulation of neuron projection development (GO:0010977)	1/91	0.587043821908279	1	0	0	1.13875761544155	0.606565857681492	ARHGDIA
aging (GO:0007568)	2/204	0.588076555175779	1	0	0	1.01595042161942	0.539366192909766	NPM1;CITED2
cellular response to lipid (GO:0071396)	3/315	0.588586665410177	1	0	0	0.986923266716013	0.523100022892807	TFAP4;OGT;NME1
negative regulation of protein processing (GO:0010955)	3/316	0.590739709804984	1	0	0	0.983800091821342	0.517852477798293	HSP90AB1;ANAPC7;ANAPC10
negative regulation of protein maturation (GO:1903318)	3/316	0.590739709804984	1	0	0	0.983800091821342	0.517852477798293	HSP90AB1;ANAPC7;ANAPC10
alpha-amino acid catabolic process (GO:1901606)	1/92	0.591047051511595	1	0	0	1.12637981527371	0.592317696956772	PPAT
cellular response to topologically incorrect protein (GO:0035967)	1/92	0.591047051511595	1	0	0	1.12637981527371	0.592317696956772	ATF4
interaction with host (GO:0051701)	1/92	0.591047051511595	1	0	0	1.12637981527371	0.592317696956772	PPIA
anatomical structure homeostasis (GO:0060249)	2/208	0.598668502073061	1	0	0	0.996412913511359	0.511206908100043	DKC1;POLD2
regulation of glucose metabolic process (GO:0010906)	1/94	0.598938055370561	1	0	0	1.10241428728916	0.565094366242931	OGT
regulation of cell-cell adhesion (GO:0022407)	1/94	0.598938055370561	1	0	0	1.10241428728916	0.565094366242931	CITED2
negative regulation of ion transport (GO:0043271)	1/94	0.598938055370561	1	0	0	1.10241428728916	0.565094366242931	ATF4
ER-nucleus signaling pathway (GO:0006984)	1/94	0.598938055370561	1	0	0	1.10241428728916	0.565094366242931	ATF4
negative regulation of binding (GO:0051100)	1/95	0.602826566790434	1	0	0	1.09080992637033	0.552086982151831	TFAP4
cellular hormone metabolic process (GO:0034754)	1/95	0.602826566790434	1	0	0	1.09080992637033	0.552086982151831	RDH10
regulation of cell growth (GO:0001558)	3/322	0.603506079030336	1	0	0	0.965468413091752	0.487560742963646	TFRC;NOL8;INO80
regulation of leukocyte differentiation (GO:1902105)	2/210	0.603887729715188	1	0	0	0.986923266716013	0.497771503853695	OGT;NME1
endocytosis (GO:0006897)	3/323	0.605608319523692	1	0	0	0.96247934679735	0.482704412292673	TFRC;NME1;TXNDC5
post-translational protein modification (GO:0043687)	2/211	0.606478158726841	1	0	0	0.982245905262382	0.491207979017752	EIF5A;MGAT4B
homeostasis of number of cells (GO:0048872)	1/96	0.606677570319648	1	0	0	1.07944732297064	0.539462235197057	RPS24
protein N-linked glycosylation via asparagine (GO:0018279)	1/96	0.606677570319648	1	0	0	1.07944732297064	0.539462235197057	MGAT4B
regulation of mitochondrion organization (GO:0010821)	1/97	0.610491425973409	1	0	0	1.06831900005342	0.527205843490839	YWHAG
T cell differentiation (GO:0030217)	1/97	0.610491425973409	1	0	0	1.06831900005342	0.527205843490839	RPS6
terpenoid metabolic process (GO:0006721)	1/97	0.610491425973409	1	0	0	1.06831900005342	0.527205843490839	RDH10
regeneration (GO:0031099)	1/97	0.610491425973409	1	0	0	1.06831900005342	0.527205843490839	PPAT
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	1/97	0.610491425973409	1	0	0	1.06831900005342	0.527205843490839	PHIP
peptidyl-asparagine modification (GO:0018196)	1/97	0.610491425973409	1	0	0	1.06831900005342	0.527205843490839	MGAT4B
apoptotic signaling pathway (GO:0097190)	3/327	0.613943852686163	1	0	0	0.950705899130104	0.463803584306601	AEN;YWHAG;ATF4
regulation of peptidyl-serine phosphorylation (GO:0033135)	1/98	0.614268490051523	1	0	0	1.05741778576716	0.515304183356158	PHIP
neurotransmitter transport (GO:0006836)	1/99	0.618009115694199	1	0	0	1.04673679803213	0.503744252178775	SLC38A1
cellular response to hypoxia (GO:0071456)	1/99	0.618009115694199	1	0	0	1.04673679803213	0.503744252178775	CITED2
response to radiation (GO:0009314)	4/442	0.620250604492293	1	0	0	0.937800389187162	0.447923177095271	RDH10;NABP1;AEN;INO80
leukocyte chemotaxis (GO:0030595)	1/100	0.621713652685644	1	0	0	1.03626943005181	0.492513634923143	RPS19
regulation of microtubule cytoskeleton organization (GO:0070507)	1/100	0.621713652685644	1	0	0	1.03626943005181	0.492513634923143	NPM1
response to calcium ion (GO:0051592)	1/100	0.621713652685644	1	0	0	1.03626943005181	0.492513634923143	SLC25A12
negative regulation of cytoskeleton organization (GO:0051494)	1/101	0.625382447379321	1	0	0	1.02600933668496	0.481600472562416	NPM1
transition metal ion transport (GO:0000041)	1/101	0.625382447379321	1	0	0	1.02600933668496	0.481600472562416	TFRC
limb morphogenesis (GO:0035108)	1/101	0.625382447379321	1	0	0	1.02600933668496	0.481600472562416	RDH10
appendage morphogenesis (GO:0035107)	1/101	0.625382447379321	1	0	0	1.02600933668496	0.481600472562416	RDH10
cellular response to decreased oxygen levels (GO:0036294)	1/101	0.625382447379321	1	0	0	1.02600933668496	0.481600472562416	CITED2
tube morphogenesis (GO:0035239)	1/101	0.625382447379321	1	0	0	1.02600933668496	0.481600472562416	CITED2
organic hydroxy compound transport (GO:0015850)	1/102	0.629015842838202	1	0	0	1.01595042161942	0.470993432141378	SLC16A1
regulation of phosphatase activity (GO:0010921)	1/102	0.629015842838202	1	0	0	1.01595042161942	0.470993432141378	SPRED1
carbohydrate transport (GO:0008643)	1/102	0.629015842838202	1	0	0	1.01595042161942	0.470993432141378	NUP35
zymogen activation (GO:0031638)	1/102	0.629015842838202	1	0	0	1.01595042161942	0.470993432141378	ANP32B
peptidyl-tyrosine dephosphorylation (GO:0035335)	1/102	0.629015842838202	1	0	0	1.01595042161942	0.470993432141378	PTPN11
positive regulation of cell cycle process (GO:0090068)	2/220	0.629217381776518	1	0	0	0.942063118228921	0.436437572283096	PHIP;INO80
DNA-templated transcription, initiation (GO:0006352)	2/220	0.629217381776518	1	0	0	0.942063118228921	0.436437572283096	GTF3C4;POLR3H
regulation of cell adhesion (GO:0030155)	3/336	0.632265527589048	1	0	0	0.925240562546262	0.424172681789895	CITED2;ARHGDIA;PTPN11
sensory organ development (GO:0007423)	1/103	0.632614178855128	1	0	0	1.00608682529302	0.460681678900516	RDH10
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	1/103	0.632614178855128	1	0	0	1.00608682529302	0.460681678900516	CITED2
positive regulation of mitotic cell cycle (GO:0045931)	1/103	0.632614178855128	1	0	0	1.00608682529302	0.460681678900516	PHIP
negative regulation of immune response (GO:0050777)	1/103	0.632614178855128	1	0	0	1.00608682529302	0.460681678900516	RPS19
protein maturation (GO:0051604)	2/222	0.634130459117964	1	0	0	0.933576063109742	0.425244432837156	ANP32B;ECE2
detection of visible light (GO:0009584)	1/104	0.636177791906817	1	0	0	0.996412913511359	0.4506548502239	RDH10
protein N-linked glycosylation (GO:0006487)	1/104	0.636177791906817	1	0	0	0.996412913511359	0.4506548502239	MGAT4B
alcohol biosynthetic process (GO:0046165)	1/104	0.636177791906817	1	0	0	0.996412913511359	0.4506548502239	CNBP
regulation of sequence-specific DNA binding transcription factor activity (GO:0051090)	3/338	0.63625491473042	1	0	0	0.919765766318178	0.415877597528947	NPM1;KEAP1;COMMD1
regulation of cell cycle arrest (GO:0071156)	1/105	0.639707015515697	1	0	0	0.986923266716013	0.440903030547425	TFAP4
positive regulation of organelle organization (GO:0010638)	3/340	0.640214291275317	1	0	0	0.914355379457482	0.407758910594786	PHIP;OGT;YWHAG
cellular amino acid biosynthetic process (GO:0008652)	1/106	0.643202179705427	1	0	0	0.977612669860201	0.431416729179412	MAT2A
positive regulation of protein secretion (GO:0050714)	1/106	0.643202179705427	1	0	0	0.977612669860201	0.431416729179412	PPIA
signal transduction in response to DNA damage (GO:0042770)	1/106	0.643202179705427	1	0	0	0.977612669860201	0.431416729179412	TFAP4
hematopoietic progenitor cell differentiation (GO:0002244)	1/106	0.643202179705427	1	0	0	0.977612669860201	0.431416729179412	CITED2
negative regulation of cell projection organization (GO:0031345)	1/106	0.643202179705427	1	0	0	0.977612669860201	0.431416729179412	ARHGDIA
response to glucose (GO:0009749)	1/106	0.643202179705427	1	0	0	0.977612669860201	0.431416729179412	NME1
cytokine-mediated signaling pathway (GO:0019221)	3/342	0.644143599967245	1	0	0	0.909008271975275	0.399812377437346	NUP35;PTPN11;EIF4G1
regulation of wound healing (GO:0061041)	1/107	0.646663611482567	1	0	0	0.968476102852162	0.42218685789117	SRSF6
cholesterol metabolic process (GO:0008203)	1/107	0.646663611482567	1	0	0	0.968476102852162	0.42218685789117	CNBP
negative regulation of phosphorus metabolic process (GO:0010563)	4/458	0.648009241952799	1	0	0	0.905038803538702	0.392651374942851	NPM1;SPRED1;TFAP4;YWHAG
negative regulation of phosphate metabolic process (GO:0045936)	4/458	0.648009241952799	1	0	0	0.905038803538702	0.392651374942851	NPM1;SPRED1;TFAP4;YWHAG
cellular process involved in reproduction in multicellular organism (GO:0022412)	2/228	0.64856583899225	1	0	0	0.909008271975275	0.393593087294866	KMT2D;KDM3A
central nervous system development (GO:0007417)	1/108	0.650091634691984	1	0	0	0.959508731529457	0.413204710784393	CITED2
regulation of type I interferon production (GO:0032479)	1/108	0.650091634691984	1	0	0	0.959508731529457	0.413204710784393	POLR3H
steroid biosynthetic process (GO:0006694)	1/108	0.650091634691984	1	0	0	0.959508731529457	0.413204710784393	CNBP
regulation of hormone secretion (GO:0046883)	2/230	0.653276812014025	1	0	0	0.901103852218968	0.383648868115804	SLC16A1;PTPN11
regulation of Ras protein signal transduction (GO:0046578)	1/109	0.653486570175622	1	0	0	0.950705899130104	0.404461944897243	OGT
phototransduction (GO:0007602)	1/109	0.653486570175622	1	0	0	0.950705899130104	0.404461944897243	RDH10
cell recognition (GO:0008037)	1/109	0.653486570175622	1	0	0	0.950705899130104	0.404461944897243	CCT5
response to ethanol (GO:0045471)	1/109	0.653486570175622	1	0	0	0.950705899130104	0.404461944897243	EIF4G1
cellular response to oxygen levels (GO:0071453)	1/109	0.653486570175622	1	0	0	0.950705899130104	0.404461944897243	CITED2
regulation of peptide transport (GO:0090087)	2/231	0.6556134831823	1	0	0	0.89720296974183	0.378784618488698	SLC16A1;PTPN11
response to retinoic acid (GO:0032526)	1/111	0.660178445832843	1	0	0	0.933576063109742	0.387662893181825	OGT
response to hexose (GO:0009746)	1/111	0.660178445832843	1	0	0	0.933576063109742	0.387662893181825	NME1
fatty acid biosynthetic process (GO:0006633)	1/111	0.660178445832843	1	0	0	0.933576063109742	0.387662893181825	FASN
cell activation involved in immune response (GO:0002263)	1/112	0.66347601232523	1	0	0	0.925240562546262	0.37959157948137	RPS6
leukocyte activation involved in immune response (GO:0002366)	1/112	0.66347601232523	1	0	0	0.925240562546262	0.37959157948137	RPS6
peptide metabolic process (GO:0006518)	1/113	0.666741743893386	1	0	0	0.917052592966207	0.371729559914506	ECE2
single-organism carbohydrate catabolic process (GO:0044724)	1/113	0.666741743893386	1	0	0	0.917052592966207	0.371729559914506	AGL
response to drug (GO:0042493)	3/354	0.667085801717989	1	0	0	0.8781944322473	0.35552525079639	PPAT;CTPS1;NME1
ubiquitin-dependent protein catabolic process (GO:0006511)	3/355	0.668948522256413	1	0	0	0.875720645114208	0.352081882023792	ANAPC7;RAD23B;ANAPC10
tube formation (GO:0035148)	1/114	0.669975946217392	1	0	0	0.909008271975275	0.364070055821888	CITED2
isoprenoid metabolic process (GO:0006720)	1/114	0.669975946217392	1	0	0	0.909008271975275	0.364070055821888	RDH10
regulation of axonogenesis (GO:0050770)	1/114	0.669975946217392	1	0	0	0.909008271975275	0.364070055821888	ARHGDIA
learning (GO:0007612)	1/115	0.673178922128362	1	0	0	0.901103852218968	0.356606557445737	VDAC1
positive regulation of cell development (GO:0010720)	3/358	0.674491301418127	1	0	0	0.868382203954034	0.341965872369488	FBXW8;ARHGDIA;NME1
response to monosaccharide (GO:0034284)	1/116	0.676350971635998	1	0	0	0.893335715561908	0.34933281120279	NME1
cellular amino acid catabolic process (GO:0009063)	1/117	0.679492391775881	1	0	0	0.885700367565653	0.342242807892869	PPAT
response to UV (GO:0009411)	1/117	0.679492391775881	1	0	0	0.885700367565653	0.342242807892869	INO80
response to organophosphorus (GO:0046683)	1/118	0.682603476828517	1	0	0	0.8781944322473	0.335330771067504	NME1
regulation of DNA replication (GO:0006275)	1/118	0.682603476828517	1	0	0	0.8781944322473	0.335330771067504	INO80
positive regulation of leukocyte differentiation (GO:1902107)	1/118	0.682603476828517	1	0	0	0.8781944322473	0.335330771067504	OGT
GTP catabolic process (GO:0006184)	2/243	0.682684344797094	1	0	0	0.852896650248406	0.325570000321771	ATL2;RAN
modification-dependent protein catabolic process (GO:0019941)	3/364	0.685372756647519	1	0	0	0.854068211581165	0.322660495164712	ANAPC7;RAD23B;ANAPC10
sterol metabolic process (GO:0016125)	1/119	0.685684518146135	1	0	0	0.870814647102364	0.328591146532539	CNBP
muscle cell differentiation (GO:0042692)	1/119	0.685684518146135	1	0	0	0.870814647102364	0.328591146532539	DTYMK
microtubule cytoskeleton organization (GO:0000226)	2/245	0.687024050295743	1	0	0	0.845934228613725	0.317551849139506	INO80;RAN
regulation of synaptic plasticity (GO:0048167)	1/120	0.688735804317848	1	0	0	0.863557858376511	0.322018591984629	YWHAG
carbohydrate catabolic process (GO:0016052)	1/120	0.688735804317848	1	0	0	0.863557858376511	0.322018591984629	AGL
negative regulation of defense response (GO:0031348)	1/120	0.688735804317848	1	0	0	0.863557858376511	0.322018591984629	RPS19
guanosine-containing compound catabolic process (GO:1901069)	2/246	0.689175680366436	1	0	0	0.84249547158684	0.3136265737469	ATL2;RAN
positive regulation of secretion by cell (GO:1903532)	2/247	0.691315203787629	1	0	0	0.839084558746408	0.309755954969769	PTPN11;PPIA
embryonic organ morphogenesis (GO:0048562)	1/121	0.69175762128382	1	0	0	0.856421016571747	0.315607967267242	CITED2
detection of light stimulus (GO:0009583)	1/121	0.69175762128382	1	0	0	0.856421016571747	0.315607967267242	RDH10
germ cell development (GO:0007281)	1/121	0.69175762128382	1	0	0	0.856421016571747	0.315607967267242	KMT2D
modification-dependent macromolecule catabolic process (GO:0043632)	3/368	0.692476104018372	1	0	0	0.844784861455283	0.310442848909123	ANAPC7;RAD23B;ANAPC10
regulation of cell morphogenesis involved in differentiation (GO:0010769)	2/248	0.693442652361446	1	0	0	0.835701153267591	0.305939107227639	FBXW8;ARHGDIA
response to temperature stimulus (GO:0009266)	1/122	0.694750252247744	1	0	0	0.849401172173618	0.309354325390803	RBM3
regulation of gene expression, epigenetic (GO:0040029)	1/122	0.694750252247744	1	0	0	0.849401172173618	0.309354325390803	KMT2D
vitamin metabolic process (GO:0006766)	1/122	0.694750252247744	1	0	0	0.849401172173618	0.309354325390803	FASN
regulation of muscle cell differentiation (GO:0051147)	1/122	0.694750252247744	1	0	0	0.849401172173618	0.309354325390803	YBX1
cellular response to steroid hormone stimulus (GO:0071383)	1/123	0.697713977592735	1	0	0	0.84249547158684	0.303252904016687	TFAP4
sensory perception of sound (GO:0007605)	1/124	0.700649075023093	1	0	0	0.835701153267591	0.297299117112227	TIMM9
positive regulation of DNA metabolic process (GO:0051054)	1/124	0.700649075023093	1	0	0	0.835701153267591	0.297299117112227	INO80
regulation of microtubule-based process (GO:0032886)	1/124	0.700649075023093	1	0	0	0.835701153267591	0.297299117112227	NPM1
rhythmic process (GO:0048511)	2/252	0.701832354532215	1	0	0	0.822436055596677	0.291192297626395	OGT;ATF4
cellular biogenic amine metabolic process (GO:0006576)	1/125	0.703555819715197	1	0	0	0.829015544041451	0.291488547028995	ODC1
cellular amine metabolic process (GO:0044106)	1/125	0.703555819715197	1	0	0	0.829015544041451	0.291488547028995	ODC1
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	1/126	0.706434484047247	1	0	0	0.822436055596677	0.285816937480428	NPM1
regulation of dephosphorylation (GO:0035303)	1/126	0.706434484047247	1	0	0	0.822436055596677	0.285816937480428	SPRED1
cellular response to radiation (GO:0071478)	1/126	0.706434484047247	1	0	0	0.822436055596677	0.285816937480428	INO80
response to metal ion (GO:0010038)	2/255	0.707999482946389	1	0	0	0.81276033729554	0.280655828987418	DTYMK;SLC25A12
cofactor metabolic process (GO:0051186)	2/255	0.707999482946389	1	0	0	0.81276033729554	0.280655828987418	MAT2A;FASN
sensory perception of mechanical stimulus (GO:0050954)	1/127	0.70928533800234	1	0	0	0.81596018114316	0.280280186094908	TIMM9
regulation of small GTPase mediated signal transduction (GO:0051056)	2/256	0.710031540699076	1	0	0	0.809585492227979	0.277239221513638	ARHGDIA;OGT
positive regulation of protein serine/threonine kinase activity (GO:0071902)	2/257	0.712051832541971	1	0	0	0.806435354125925	0.273869133046382	HSP90AB1;PTPN11
B cell activation (GO:0042113)	1/128	0.712108648874293	1	0	0	0.809585492227979	0.274874338146293	CTPS1
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	1/129	0.71490468128999	1	0	0	0.80330963569908	0.269595580235542	INO80
positive regulation of protein catabolic process (GO:0045732)	1/130	0.717673697474368	1	0	0	0.797130330809087	0.264440234017073	KEAP1
positive regulation of response to wounding (GO:1903036)	1/130	0.717673697474368	1	0	0	0.797130330809087	0.264440234017073	RPS19
positive regulation of homeostatic process (GO:0032846)	1/130	0.717673697474368	1	0	0	0.797130330809087	0.264440234017073	TFRC
negative regulation of MAPK cascade (GO:0043409)	1/130	0.717673697474368	1	0	0	0.797130330809087	0.264440234017073	SPRED1
Notch signaling pathway (GO:0007219)	1/131	0.720415957162005	1	0	0	0.791045366451766	0.259404750628038	POGLUT1
cell division (GO:0051301)	1/131	0.720415957162005	1	0	0	0.791045366451766	0.259404750628038	CCDC124
regulation of cell cycle G1/S phase transition (GO:1902806)	1/131	0.720415957162005	1	0	0	0.791045366451766	0.259404750628038	INO80
response to purine-containing compound (GO:0014074)	1/132	0.723131717511862	1	0	0	0.785052598524101	0.254485705384692	NME1
negative regulation of multi-organism process (GO:0043901)	1/133	0.725821233362671	1	0	0	0.779149947407378	0.249679792368856	TFAP4
activation of MAPK activity (GO:0000187)	1/133	0.725821233362671	1	0	0	0.779149947407378	0.249679792368856	PTPN11
positive regulation of immune effector process (GO:0002699)	1/133	0.725821233362671	1	0	0	0.779149947407378	0.249679792368856	RPS19
amine metabolic process (GO:0009308)	1/134	0.728484756883583	1	0	0	0.773335395561055	0.244983819922396	ODC1
regulation of cell projection organization (GO:0031344)	3/391	0.730996818455678	1	0	0	0.795091634310854	0.249138919650406	FBXW8;ARHGDIA;NME1
negative regulation of secretion by cell (GO:1903531)	1/135	0.731122538158325	1	0	0	0.767606985223566	0.240394705370408	PTPN11
regulation of cellular carbohydrate metabolic process (GO:0010675)	1/137	0.736321861246392	1	0	0	0.75640104383344	0.231525240626285	OGT
neuron projection development (GO:0031175)	1/137	0.736321861246392	1	0	0	0.75640104383344	0.231525240626285	ATXN10
negative regulation of response to wounding (GO:1903035)	1/138	0.738883891082098	1	0	0	0.75091987684914	0.227239233040754	RPS19
cell cycle G2/M phase transition (GO:0044839)	1/139	0.741421154464821	1	0	0	0.745517575576844	0.223048760979272	YWHAG
response to carbohydrate (GO:0009743)	1/139	0.741421154464821	1	0	0	0.745517575576844	0.223048760979272	NME1
G2/M transition of mitotic cell cycle (GO:0000086)	1/139	0.741421154464821	1	0	0	0.745517575576844	0.223048760979272	YWHAG
positive regulation of secretion (GO:0051047)	2/273	0.74280720601385	1	0	0	0.759171743627702	0.2257159926369	PTPN11;PPIA
regulation of MAP kinase activity (GO:0043405)	2/273	0.74280720601385	1	0	0	0.759171743627702	0.2257159926369	SPRED1;PTPN11
neurotrophin TRK receptor signaling pathway (GO:0048011)	2/274	0.744633346505069	1	0	0	0.75640104383344	0.223034933695005	ARHGDIA;PTPN11
sodium ion transport (GO:0006814)	1/141	0.746422332445087	1	0	0	0.734942858192775	0.214944114714397	SLC38A1
branching morphogenesis of an epithelial tube (GO:0048754)	1/141	0.746422332445087	1	0	0	0.734942858192775	0.214944114714397	RDH10
response to acid chemical (GO:0001101)	2/275	0.746448429444581	1	0	0	0.753650494583137	0.220389070197067	OGT;NME1
embryonic morphogenesis (GO:0048598)	3/403	0.749548722473713	1	0	0	0.771416449170084	0.222386986397061	CITED2;RDH10;RPS6
nervous system development (GO:0007399)	2/277	0.750045591214565	1	0	0	0.748208974766652	0.215200827529023	SMARCC1;ATXN10
regulation of protein import into nucleus (GO:0042306)	1/143	0.751327273325646	1	0	0	0.72466393709917	0.207191520529245	HSP90AB1
organelle assembly (GO:0070925)	2/278	0.751827754640008	1	0	0	0.745517575576844	0.212657420471183	NPM1;INO80
neurotrophin signaling pathway (GO:0038179)	2/278	0.751827754640008	1	0	0	0.745517575576844	0.212657420471183	ARHGDIA;PTPN11
regulation of carbohydrate metabolic process (GO:0006109)	1/145	0.756137819523823	1	0	0	0.714668572449527	0.19977246271929	OGT
regulation of cell morphogenesis (GO:0022604)	3/408	0.756972824542005	1	0	0	0.761962816214569	0.21215172590428	FBXW8;ARHGDIA;PHIP
negative regulation of neuron differentiation (GO:0045665)	1/147	0.760855778427508	1	0	0	0.704945190511438	0.192669595675046	ARHGDIA
cell morphogenesis involved in differentiation (GO:0000904)	1/147	0.760855778427508	1	0	0	0.704945190511438	0.192669595675046	HNRNPAB
defense response to virus (GO:0051607)	1/147	0.760855778427508	1	0	0	0.704945190511438	0.192669595675046	POLR3H
cellular response to oxidative stress (GO:0034599)	1/148	0.763180593005244	1	0	0	0.700182047332306	0.189231611555536	ATF4
Ras protein signal transduction (GO:0007265)	1/148	0.763180593005244	1	0	0	0.700182047332306	0.189231611555536	ARHGDIA
potassium ion transport (GO:0006813)	1/151	0.770020992047075	1	0	0	0.686271145729678	0.179348386993255	SLC12A8
negative regulation of secretion (GO:0051048)	1/152	0.772257157749378	1	0	0	0.681756203981456	0.176191490681644	PTPN11
receptor-mediated endocytosis (GO:0006898)	1/152	0.772257157749378	1	0	0	0.681756203981456	0.176191490681644	TFRC
metal ion homeostasis (GO:0055065)	3/422	0.776824275631912	1	0	0	0.736684428946787	0.186043104643448	TFRC;SFXN4;COMMD1
cell chemotaxis (GO:0060326)	1/155	0.778836695845551	1	0	0	0.668560922614073	0.167109402071456	RPS19
regulation of protein localization to nucleus (GO:1900180)	1/156	0.780987576188326	1	0	0	0.664275275674239	0.164206215516369	HSP90AB1
xenobiotic metabolic process (GO:0006805)	1/156	0.780987576188326	1	0	0	0.664275275674239	0.164206215516369	MAT2A
morphogenesis of an epithelium (GO:0002009)	2/296	0.782087022870387	1	0	0	0.700182047332306	0.172097228809206	CITED2;RDH10
glycerolipid metabolic process (GO:0046486)	2/296	0.782087022870387	1	0	0	0.700182047332306	0.172097228809206	FASN;PTPN11
regulation of protein secretion (GO:0050708)	1/161	0.79143379295563	1	0	0	0.643645608727834	0.150554533337958	PPIA
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	1/161	0.79143379295563	1	0	0	0.643645608727834	0.150554533337958	PHIP
protein dephosphorylation (GO:0006470)	1/161	0.79143379295563	1	0	0	0.643645608727834	0.150554533337958	PTPN11
